label,input,output
Biological Kind,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.","['Arthur', 'worm', 'species', 'he']"
Mental State,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.",[]
Non-Living Kind,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.",['day']
Normative Feature,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.",['terrible']
Perceptual,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.","['magical', 'One']"
Social Kind/Role,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.",[]
Anthropomorphized,"One day while Arthur was attempting to track down a late species of magical worm, he was startled by a terrible howl.",[]
Artifacts,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.",[]
Behavioral,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.","['tucked', 'turn', 'kissed', 'kiss', 'shine', 'grow']"
Biological Kind,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.","['we', 'animals']"
Mental State,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.",[]
Non-Living Kind,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.","['night', 'sky', 'moon']"
Normative Feature,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.",['good']
Perceptual,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.","['quiet', 'black', 'tight', 'bright']"
Social Kind/Role,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.",[]
Anthropomorphized,"If animals kissed like we kiss good night, the sky would turn black, the moon would shine bright, all would grow quiet with all tucked in tight.",[]
Artifacts,"The Wizard was not a huge, scary head.",[]
Behavioral,"The Wizard was not a huge, scary head.",['scary']
Biological Kind,"The Wizard was not a huge, scary head.","['head', 'Wizard']"
Mental State,"The Wizard was not a huge, scary head.",[]
Non-Living Kind,"The Wizard was not a huge, scary head.",[]
Normative Feature,"The Wizard was not a huge, scary head.",[]
Perceptual,"The Wizard was not a huge, scary head.",['huge']
Social Kind/Role,"The Wizard was not a huge, scary head.",[]
Anthropomorphized,"The Wizard was not a huge, scary head.",[]
Artifacts,You will not fly next week.,[]
Behavioral,You will not fly next week.,['fly']
Biological Kind,You will not fly next week.,['You']
Mental State,You will not fly next week.,[]
Non-Living Kind,You will not fly next week.,['week']
Normative Feature,You will not fly next week.,[]
Perceptual,You will not fly next week.,[]
Social Kind/Role,You will not fly next week.,[]
Anthropomorphized,You will not fly next week.,[]
Artifacts,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.",['stories']
Behavioral,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.","['go', 'tell', 'caught', 'said']"
Biological Kind,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.","['you', 'You', 'me', 'Goldilocks', 'you', 'I', 'you']"
Mental State,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.",[]
Non-Living Kind,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.",[]
Normative Feature,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.",['wrong']
Perceptual,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.","['tough', 'glory', 'strong']"
Social Kind/Role,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.",[]
Anthropomorphized,"”You're in a tough spot because you are strong-wrong and ought-not caught!” “If you let me go, I could tell you a lot of glory-stories,” Goldilocks said.",[]
Artifacts,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,[]
Behavioral,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,['going']
Biological Kind,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,"['Elephant', 'Koala Bear', 'Fish', 'Toucan', 'Armadillo', 'Hippopotamus', 'Chicken']"
Mental State,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,[]
Non-Living Kind,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,[]
Normative Feature,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,['difficult']
Perceptual,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,[]
Social Kind/Role,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,['decision']
Anthropomorphized,[[Chicken]] [[Fish]] [[Koala Bear]] [[Hippopotamus]] [[Elephant]] [[Armadillo]] [[Toucan]] This was going to be a difficult decision.,[]
Artifacts,lt causes cavities.,[]
Behavioral,lt causes cavities.,['causes']
Biological Kind,lt causes cavities.,[]
Mental State,lt causes cavities.,[]
Non-Living Kind,lt causes cavities.,['cavities']
Normative Feature,lt causes cavities.,[]
Perceptual,lt causes cavities.,[]
Social Kind/Role,lt causes cavities.,[]
Anthropomorphized,lt causes cavities.,[]
Artifacts,no Is he in the piano?,['piano']
Behavioral,no Is he in the piano?,[]
Biological Kind,no Is he in the piano?,['he']
Mental State,no Is he in the piano?,[]
Non-Living Kind,no Is he in the piano?,[]
Normative Feature,no Is he in the piano?,[]
Perceptual,no Is he in the piano?,[]
Social Kind/Role,no Is he in the piano?,[]
Anthropomorphized,no Is he in the piano?,[]
Artifacts,Trixie's daddy looked for Knuffle Bunny.,[]
Behavioral,Trixie's daddy looked for Knuffle Bunny.,['looked']
Biological Kind,Trixie's daddy looked for Knuffle Bunny.,"['Trixie', 'Knuffle Bunny']"
Mental State,Trixie's daddy looked for Knuffle Bunny.,[]
Non-Living Kind,Trixie's daddy looked for Knuffle Bunny.,[]
Normative Feature,Trixie's daddy looked for Knuffle Bunny.,[]
Perceptual,Trixie's daddy looked for Knuffle Bunny.,[]
Social Kind/Role,Trixie's daddy looked for Knuffle Bunny.,['daddy']
Anthropomorphized,Trixie's daddy looked for Knuffle Bunny.,[]
Artifacts,"Sing loud, ""I am lucky!""",[]
Behavioral,"Sing loud, ""I am lucky!""",['Sing']
Biological Kind,"Sing loud, ""I am lucky!""",['I']
Mental State,"Sing loud, ""I am lucky!""",[]
Non-Living Kind,"Sing loud, ""I am lucky!""",[]
Normative Feature,"Sing loud, ""I am lucky!""",[]
Perceptual,"Sing loud, ""I am lucky!""",['loud']
Social Kind/Role,"Sing loud, ""I am lucky!""",[]
Anthropomorphized,"Sing loud, ""I am lucky!""",[]
Artifacts,I feel excited.,[]
Behavioral,I feel excited.,[]
Biological Kind,I feel excited.,['I']
Mental State,I feel excited.,"['excited', 'feel']"
Non-Living Kind,I feel excited.,[]
Normative Feature,I feel excited.,[]
Perceptual,I feel excited.,[]
Social Kind/Role,I feel excited.,[]
Anthropomorphized,I feel excited.,[]
Artifacts,Highlighter.,['Highlighter']
Behavioral,Highlighter.,[]
Biological Kind,Highlighter.,[]
Mental State,Highlighter.,[]
Non-Living Kind,Highlighter.,[]
Normative Feature,Highlighter.,[]
Perceptual,Highlighter.,[]
Social Kind/Role,Highlighter.,[]
Anthropomorphized,Highlighter.,[]
Artifacts,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",[]
Behavioral,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.","['handed', 'joined']"
Biological Kind,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",['Raven']
Mental State,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",[]
Non-Living Kind,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",[]
Normative Feature,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",['major']
Perceptual,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",[]
Social Kind/Role,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.","['United States', 'decision', 'Supreme Court', 'company']"
Anthropomorphized,"Shortly before Raven joined the company, the United States Supreme Court handed down a major decision in 1954.",[]
Artifacts,"""You shall put on your things and help me, and when we come back, we'll get something to eat,"" said mother, beginning to pile the bread and butter into a big basket.","['bread', 'butter', 'basket']"
Behavioral,"""You shall put on your things and help me, and when we come back, we'll get something to eat,"" said mother, beginning to pile the bread and butter into a big basket.","['pile', 'come', 'said', 'eat', 'get', 'put', 'help']"
Biological Kind,"""You shall put on your things and help me, and when we come back, we'll get something to eat,"" said mother, beginning to pile the bread and butter into a big basket.","['we', 'You', 'me', 'things', 'we']"
Mental State,"""You shall put on your things and help me, and when we come back, we'll get something to eat,"" said mother, beginning to pile the bread and butter into a big basket.",[]
Non-Living Kind,"""You shall put on your things and help me, and when we come back, we'll get something to eat,"" said mother, beginning to pile the bread and butter into a big basket.",[]
Normative Feature,"""You shall put on your things and help me, and when we come back, we'll get something to eat,"" said mother, beginning to pile the bread and butter into a big basket.",[]
